article_id,segment_id,segment_text,annee,entity_location,entity_date,entity_location_cam,entity_date_cam,publication_date,heidletime_dates,real_entity_location,real_entity_location_cam,similarity_score,best_term,concept,theme,neutral
468,1,"Tangzougou donnait déjà un aperçu de ce triste spectacle. Les gros arbres arrachés se comptaient par centaine. Les estimations de la direction de lagriculture faisaient état dun arbre déraciné à lhectare. Dans ce village, lamertume était la chose la mieux partagée dans la concession du vieux Boukaré Ouédraogo. Dans ce foyer qui abrite 38 âmes, la trentaine navait plus de toit car 9 maisons se sont écroulées comme des châteaux de cartes. Juste à côté, chez Issaka Ouédraogo, lon était plutôt préoccupé par la santé du petit Martin, qui, lors de la chute des murs et des toits, a eu une fracture au fémur gauche. Greniers, enclos, maisons dhabitation, rien na été épargné. Les femmes essaient de sécher le mil et le maïs qui commençaient à germer. Les travaux champêtres sont momentanément suspendus au profit de la reconstruction des demeures. Lon explique dans cette zone la violence de la tornade par le fait que le village se trouve dans une sorte de cuvette et lorsque la tempête sy est engouffrée, elle a tourbillonné et a tout secoué. Ce qui pouvait résister est presque dessouché ce qui ne pouvait pas sest retrouvé à terre. Mais il ny a pas que les maisons dhabitation qui se sont écroulées. Les salles de classes des CEG et des écoles primaires de la région, les logements des maîtres, les services administratifs et sociaux ont été durement touchés. Tenez : Sommassi, Somdé, Tambogo, Sidogo, Sabsin, Dapelogo, Laye, Ourgou-Manéga, Voaga, Zigo, Koui, Sao, Sourgoubila, Nakemtenga, Toeghin, pour ne citer que ces villages, devront, au meilleur des cas, reprendre la toiture des classes, sinon, il faudra entièrement démolir purement les bâtiments. Des toitures emportées à plus de 100 m En somme, plus dune cinquantaine décoles et détablissements secondaires ont été décoiffés. On ne pouvait quêtre consterné devant la",2009,"[""'Tangzougou'"", ""'Boukaré Ouédraogo'"", ""'Issaka Ouédraogo'"", ""'Sommassi'"", ""'Somdé'"", ""'Tambogo'"", ""'Sidogo'"", ""'Sabsin'"", ""'Dapelogo'"", ""'Laye'"", ""'Ourgou-Manéga'"", ""'Voaga'"", ""'Zigo'"", ""'Koui'"", ""'Sao'"", ""'Sourgoubila'"", ""'Nakemtenga'"", ""'Toeghin'""]",[],"[""'Tangzougou'"", ""'Sommassi'"", ""'Somdé'"", ""'Tambogo'"", ""'Sidogo'"", ""'Sabsin'"", ""'Dapelogo'"", ""'Laye'"", ""'Ourgou-Manéga'"", ""'Voaga'"", ""'Zigo'"", ""'Koui'"", ""'Sao'"", ""'Sourgoubila'"", ""'Nakemtenga'"", ""'Toeghin'""]",[],2009-07-06,[],"{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 1}, 'Laye': {'type': 'department', 'lat': '12.546520000000001', 'lon': '-1.7678141288278777', 'count': 1}, 'Ourgou-Manèga': {'type': 'department', 'lat': '12.7779259', 'lon': '-1.4721947063675334', 'count': 1}, 'Sourgoubila': {'type': 'department', 'lat': '12.395859999999999', 'lon': '-1.8981284289276812', 'count': 1}, 'Toéghin': {'type': 'department', 'lat': '12.78287165', 'lon': '-1.7094824406068794', 'count': 1}}","{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 1}, 'Laye': {'type': 'department', 'lat': '12.546520000000001', 'lon': '-1.7678141288278777', 'count': 1}, 'Ourgou-Manèga': {'type': 'department', 'lat': '12.7779259', 'lon': '-1.4721947063675334', 'count': 1}, 'Sourgoubila': {'type': 'department', 'lat': '12.395859999999999', 'lon': '-1.8981284289276812', 'count': 1}, 'Toéghin': {'type': 'department', 'lat': '12.78287165', 'lon': '-1.7094824406068794', 'count': 1}}",0.6152252,champ dévasté,production agricole déficitaire,agriculture,0
468,2,"purement les bâtiments. Des toitures emportées à plus de 100 m En somme, plus dune cinquantaine décoles et détablissements secondaires ont été décoiffés. On ne pouvait quêtre consterné devant la force du vent qui a soufflé ce 29 juin. Si les dispensaires sont eux-mêmes touchés, où allons-nous amener les blessés ? , se lamentait un sinistré de Dapelogo. Et dire que même les lieux de cultes nont pas été épargnés. Où est donc passé bon Dieu ? , sommes-nous tenté de nous demander. A voir la manière dont la grande salle du siège de léconomie sociale de Dapelogo a été emportée, lon se perd en conjectures. Des toitures entières avec les fers des IPN balancés à plus de 100m cétait impensable. A Laye, on affirme que de mémoire de vivant, cest la première fois que lon assiste à un tel phénomène naturel. Et selon le maire de cette commune rurale, Benjamin Kagambega, si lon peut indexer la précarité des habitats, il ne faut pas non plus exclure la violence du vent. Et linquiétude de la population, cest quon nest quau début de lhivernage. Les maisons qui tiennent encore debout ont été suffisamment secouées et ne pourront plus à une autre tempête. La compassion du gouverneur, le soutien des services déconcentrés Néanmoins, hormis les maisons à usage dhabitation qui sont pour la plupart en matériaux locaux, donc, vulnérables aux intempéries, les dégâts causés sur certains bâtiments de lEtat donnent à réfléchir sur le sérieux qui a été mis lors de leur construction. Dailleurs, une curiosité nous a poussé à tenter de casser avec les doigts des morceaux de briques résultant de la chute du toit du CEG de Dapelogo. De ciment, il ny avait que du sable. Cest ce qui angoissait la directrice régionale de lEnseignement secondaire du Plateau central, Ouendlamita",2009,"[""'Dapelogo'"", ""'Dapelogo'"", ""'Laye'"", ""'Dapelogo'""]",['29 juin'],"[""'Dapelogo'"", ""'Dapelogo'"", ""'Laye'"", ""'lEtat'"", ""'Dapelogo'"", ""'lEnseignement secondaire'"", ""'Plateau central'""]",['29 juin'],2009-07-06,['UNDEF-this-06-29'],"{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 3}, 'Laye': {'type': 'department', 'lat': '12.546520000000001', 'lon': '-1.7678141288278777', 'count': 1}}","{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 3}, 'Laye': {'type': 'department', 'lat': '12.546520000000001', 'lon': '-1.7678141288278777', 'count': 1}, 'Plateau-Central': {'type': 'region', 'lat': '12.40414', 'lon': '-0.8864160224616928', 'count': 1}}",0.6755084,champ dévasté,production agricole déficitaire,agriculture,0
468,3,"la chute du toit du CEG de Dapelogo. De ciment, il ny avait que du sable. Cest ce qui angoissait la directrice régionale de lEnseignement secondaire du Plateau central, Ouendlamita Cyprienne : Mon Seigneur, comment allons-nous faire à la rentrée prochaine ? , déplorait-elle. Ça, cest une autre paire de manches car lon peut bien se demander ce qui va se passer devant des infrastructures qui sécroulent alors que leur construction vient de sachever il y a à peine 6 mois. Là où il est passé, le gouverneur Issouf Rouamba avait dans un premier temps des mots de compassion pour les populations. Il na pas manqué daller présenter les condoléances en son nom propre et au nom du gouvernement. Dès lors, il a demandé aux services déconcentrés de lui faire le point des sinistres et des sinistrés pour quil en fasse un rapport sur la situation afin de le transmettre à lautorité supérieure. Mais en attendant que les secours puissent sorganiser, le gouverneur a demandé aux uns et autres de faire agir la fibre de la solidarité entre les fils de la région. A Dapelogo surtout, le comité national de secours durgence CONASUR a déjà traduit son soutien aux populations en octroyant 13 tonnes de céréales, 300 couvertures et nattes, des cartons de savons et des kits de dignité pour les femmes. A ce sujet, le directeur régional de lAction sociale, Abdoulaye Ouédraogo, qui a, dans lurgence, envoyé la Croix-Rouge et les TP sur le terrain, a invité toutes les victimes à se faire recenser par les services du SP CONASUR. Quant à la direction de la santé, elle a, par la voix de son responsable, le Dr Salif Consé, conseillé aux populations à ne consommer que de leau des forages afin dêtre à labri des maladies comme le choléra",2009,"[""'Dapelogo'"", ""'Dapelogo'""]",[],"[""'Dapelogo'"", ""'lEnseignement secondaire'"", ""'Plateau central'"", ""'Dapelogo'""]",['6 mois'],2009-07-06,[],"{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 2}}","{'Dapélogo': {'type': 'department', 'lat': '12.669167', 'lon': '-1.534444', 'count': 2}, 'Plateau-Central': {'type': 'region', 'lat': '12.40414', 'lon': '-0.8864160224616928', 'count': 1}}",0.6664604,glissement de terrain,aléa géologique,environment,0
468,4,"par la voix de son responsable, le Dr Salif Consé, conseillé aux populations à ne consommer que de leau des forages afin dêtre à labri des maladies comme le choléra . Lui aussi a pris des mesures afin que les blessés et les malades puissent être pris en charge gratuitement dans les dispensaires de la zone. En attendant que les secours complémentaires arrivent, lheure est au colmatage des brèches et certains chefs de famille ont dû commencer à vendre leurs stocks de réserve de vivres pour faire face à lachat de matériaux de construction. Autant dire que si rien nest fait, pour eux, cette période de soudure va être une véritable misère. Kader Traoré LObservateur Paalga",2009,[''],[],[''],[],2009-07-06,[],{},{},0.7574825,moyen de subsistance en danger,famine,alimentaire,0
469,0,"Parc automobile du pont Kadiogo : 25 millions de dégâts chez les vendeurs de véhicules.jeudi 3 septembre 2009 à 02h40min.La pluie du 1er septembre a porté un coût aux vendeurs de véhicules du pont Kadiogo. Ceux-ci accusent des pertes de plus de 25 millions de francs. La pluie du 1er septembre naura pas épargné grand monde. Surtout pas les vendeurs de voitures doccasion installés au bas du pont Kadiogo. En cette matinée du 2 septembre, les flots dhier ont fait place à un périmètre vaseux, sillonné de traces éparses de pneus. A cet endroit, environ 150 voitures ont subi au cours du déluge un engloutissement sans précédent. Ici et là, des voitures dont certaines sur le flanc attendent dêtre déplacées. Des dizaines dautres, retirées de la boue, ont déjà trouvé place côté CBC, station dessence PETROFA. Les moins chanceuses, selon les victimes du sinistre, dormaient encore au fond du canal, entraînées par la fureur des eaux. Nous avons trois de nos véhicules qui ont été emportés par leau. Deux Mercedes et une Toyota , renseigne Ablassé Kabré. Lhomme préside lassociation des vendeurs de véhicules du Kadiogo, installée depuis quatre ans sur les bords du canal Kadiogo de la ville de Ouagadougou. Cest à 6 heures du matin que jai reçu lalerte. Jai immédiatement tenté de rejoindre mon lieu de travail, mais il ny avait pas de route pour circuler , explique-t-il. Partir du quartier Pissy où il habite pour rejoindre le pont Kadiogo se révèlera un parcours du combattant. Cest aux environs de 9 heures que M. Kabré arrive sur les lieux. La désolation est sans appel. Véhicules, bureaux et autres marchandises submergés par leau. Surpris, les gardiens des lieux saccrochent à qui mieux-mieux à tout ce qui peut faire office de bouée. Lun a attendu sa délivrance sur la",2009,"[""'pont Kadiogo'"", ""'pont Kadiogo'"", ""'pont Kadiogo'"", ""'pont Kadiogo'""]","['3 septembre 2009', '1er septembre', '1er septembre']","[""'Parc automobile'"", ""'pont Kadiogo'"", ""'pont Kadiogo'"", ""'pont Kadiogo'"", ""'Kadiogo'"", ""'canal Kadiogo'"", ""'Ouagadougou'"", ""'quartier Pissy'"", ""'pont Kadiogo'""]","['jeudi 3 septembre 2009 à 02h40min', '1er septembre', '1er septembre', '2 septembre', 'quatre ans', '6 heures', '9 heures']",2009-09-03,"['2009-09-03', '2009-09-01', '2009-09-01', '2009-09-02', 'PAST_REF']",{},"{'Kadiogo': {'type': 'province', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 1}, 'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}",0.5783237,pluie dévastatrice,inondation,environment,0
469,1,"autres marchandises submergés par leau. Surpris, les gardiens des lieux saccrochent à qui mieux-mieux à tout ce qui peut faire office de bouée. Lun a attendu sa délivrance sur la crête dun véhicule remorque, de 4 heures du matin à 13 heures de laprès-midi, après la baisse du niveau de leau. Lautre, réfugié dans un arbre, a dû attendre le secours des sapeurs-pompiers. Il ny a pas moins de 25 millions de dégâts , apprécie le président de lassociation des vendeurs de véhicules du Kadiogo. Il faut déjà compter plus de 10 millions de pertes pour les trois voitures emportées par leau . Les véhicules endommagés auront besoin dinterventions diverses : tôlerie-peinture, lavage complet et vidange, carte mémoire à changer pour les accessoires électroniques, etc. Aucun des 135 membres que compte lassociation naura été épargné. Parer au plus pressé et repartir du bon pied Pas le temps dévoquer les dégâts collatéraux. Exemple un mur voisin écroulé sous le choc de quatre véhicules. Il faut parer au plus urgent et espérer reprendre une activité normale. Chose que M. Kabré nenvisage pas avant trois bons mois. Il y a des véhicules qui doivent séjourner au garage pendant un mois au moins, dautres dont il faut probablement commander les pièces de lextérieur du Burkina, vu que nous les importons du Togo, de lAllemagne, de lItalie, de la Belgique, des Etats-Unis dAmérique, etc. . Les commerces voisins ne paient pas plus de mine. Venez vous-même faire le constat , nous invite El Adj Djibril Yanogo, nous faisant observer dans trois petits entrepôts un tas de détritus méconnaissables. Ce sont des kits dintrants agricoles : engrais et autres produits dentretiens des végétaux, nous explique ce sexagénaire. Il y avait 6 074 boîtes de ce genre là dedans, fait-il en désignant en contrebat de la station",2009,[''],[],"[""'Kadiogo'"", ""'Burkina'"", ""'Togo'"", ""'lAllemagne'"", ""'lItalie'"", ""'Belgique'"", ""'Etats-Unis dAmérique'""]","['4 heures', '13 heures', 'trois', 'mois', 'un mois']",2009-09-03,[],{},"{'Kadiogo': {'type': 'province', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 1}, 'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.68870485,moyen de subsistance en danger,famine,alimentaire,0
469,2,"engrais et autres produits dentretiens des végétaux, nous explique ce sexagénaire. Il y avait 6 074 boîtes de ce genre là dedans, fait-il en désignant en contrebat de la station PETROFA une boîte cartonnée complètement déformée par leau. Chaque boîte coûte 6 000 francs CFA, nous renseigne-t-il, nous laissant le soin destimer la perte financière. Tous les trois entrepôts, explique-t-il, ont été remplis deau jusquà hauteur dhomme. Dans le voisinage immédiat, des meubles exposés au soleil particulièrement éclatant pour un lendemain de déluge. Signe que latelier de menuiserie placé sur le même alignement na pas été épargné. Autant pour léchoppe de Mamadou Diallo. Devant ce qui reste de sa Sté Clé rapide de reproduction de clés, avec deux de ses agents, il sactive à redonner un éclat à des articles épargnés par les vagues. Chez nous, leau na pas emporté des marchandises. Il ny a pas beaucoup de pertes. Mais si nous ne procédons pas dès maintenant à un nettoyage, cest la rouille qui va causer les dégâts . Des cartons demballage éventrés signalent le passage de leau ici aussi, mais il y a plus de peur que de mal. Des sursis malheureusement rares dans cet univers apocalyptique où les hommes multiplient les gestes pour effacer les douloureux souvenirs de ce mardi trop arrosé. Un peu despoir tout de même pour lassociation des vendeurs de véhicules du Kadiogo : une des Mercedes a été repêchée. Rester à ramener les deux autres voitures sur la terre ferme. Hortense ZIDA Sidwaya",2009,[''],[],"[""'Kadiogo'""]","['maintenant', 'mardi']",2009-09-03,"['2009-09-04', '2009-09-03', '2009-09-01']",{},"{'Kadiogo': {'type': 'province', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 1}}",0.66472095,rationnement des denrées,rupture de stock alimentaire,agriculture,0
470,1,"écoles, des dispensaires, des centres de loisirs..sécroulent pour non respect des normes de construction. Des entrepreneurs sans scrupule mais certainement cupides, jouent avec la vie dautrui. Rabankhi Abou-Bâkr ZIDA Sidwaya",2009,"[""'Rabankhi Abou-Bâkr'""]",[],[''],[],2009-07-28,[],{},{},0.57048786,moyen de subsistance en danger,famine,alimentaire,0
471,2,"même décidé de faire revenir au foyer leurs épouses qui avaient dû sen aller parce que les temps sont durs. Monsieur le Maire, nous ne sommes point animés dun quelconque sentiment de jalousie. Mais la colère, nous la ressentons et souhaitons que vous la compreniez, en invitant les responsables incriminés à faire la lumière sur nos préoccupations. En effet, nous avons limpression davoir été utilisés par des personnes peu scrupuleuses qui nont pas hésité à nous marcher dessus. Par ailleurs, nous sommes fondés à croire que ces vendeurs de boutiques de Rood Woko sont persuadés quils jouiront dune impunité à toute épreuve. Certains tiennent des propos du genre entre Simon et nous, personne ne doit croire quil peut mettre le doigt , ce qui laisse croire que vous êtes non seulement au courant de leurs pratiques, mais en plus, vous la cautionnez. Conséquence, cest sans gêne quils exhibent fièrement leur nouvelle fortune. Mais nous osons croire que nous sommes dans un Etat de droit, dont les règles sappliquent également à Rood Woko. Parce que ce problème que nous évoquons aujourdhui na pas été évoqué dans les travaux de la commission ad hoc mise en place en août 2009 pour résoudre les difficultés de fonctionnement de Rood Woko. Nous vous le soumettons par ce canal. Peut-être nest-il pas le mieux indiqué, mais nous vous prions, par avance, de ne pas nous tenir rigueur sur la forme. Tout en vous réitérant notre foi en la commune de Ouagadougou pour une gestion satisfaisante de Rood Woko, nous vous prions de recevoir, Monsieur le Maire, nos salutations distinguées. Un groupe de commerçants Le Pays",2009,"[""'Ouagadougou'""]",['août 2009'],"[""'Woko'"", ""'Etat'"", ""'R'"", ""'Ouagadougou'"", ""'Le Pays'""]","['aujourdhui', 'en août 2009']",2009-12-24,['2009-08'],"{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}}",0.555473,envol du fret,augmentation des prix des transports,economique,0
472,1,"des pouvoirs publics à se faire respecter dans les marchés et yaars. Cest vrai que le marché cest le désordre , dans lentendement populaire. Mais de là à vouloir faire du désordre la règle, il ny a quun pas, que les commerçants de Ouagadougou et de Kaya ont allègrement franchi. Jusquoù ira lautorité maintenant ? Bark Biiga Fasozine",2009,"[""'Ouagadougou'"", ""'Kaya'""]",[],"[""'Ouagadougou'"", ""'Kaya'""]",['maintenant'],2009-11-11,['2009-11-11'],"{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}, 'Kaya': {'type': 'city', 'lat': '13.085603', 'lon': '-1.0839593', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}, 'Kaya': {'type': 'city', 'lat': '13.085603', 'lon': '-1.0839593', 'count': 1}}",0.64134294,moyen de subsistance en danger,famine,alimentaire,0
473,1,"pour les jours normaux, on a des difficultés à payer nos factures. Du reste, lallocation pour la restauration se vote à lAssemblée nationale. Donc, nous nous limitons à partir de maintenant, en tout cas tant que cest moi qui gère le CENOU, aux moyens mis à notre disposition. Cest mon principe de gestion. Si on me donne 1000 francs, je paye des condiments de 1000 francs. Maintenant, je suis daccord pour développer des initiatives. Mais je ne vais pas au-delà de lenveloppe allouée pour dire que je suis philantrope, que je suis magnanime plus que lautorité. Est-ce que par exemple, le DG de lhôpital Yalgado, qui a le même statut que moi, a le droit, sans le consentement de lEtat, de prendre des produits pharmaceutiques pour soigner des malades en disant quil sauve des vies et endette la boîte ? Cest vrai quil rend service, en sauvant des vies humaines. Mais les factures, qui va les payer ? Si les étudiants ont manifesté contre la fermeture des cités et des restaurants, cela veut-il dire quil y a eu un manque dinformation ? Ils sont informés. Mais vous savez, le plat coûte 100 francs au RU. Tant que tu peux revendiquer pour lavoir, tu le feras. Le loyer coûte 1500 à 2000 francs. Donc je comprends lorsquils demandent de continuer. Quelle est la situation en ce qui concerne la fermeture des cités et des restaurants ? Les restaurants sont fermés jusquà nouvel ordre. Mais nous négocions actuellement avec les autorités pour assurer la restauration en septembre parce que les cours vont reprendre. En ce qui concerne les cités, une délégation des étudiants est venue me voir et ont fait leurs doléances, compte tenu du fait que les cours reprennent en septembre, de leur permettre de rester en cité. Nous avons accepté",2009,"[""'cités'"", ""'restaurants'"", ""'cités'"", ""'restaurants'"", ""'cités'""]","['septembre', 'septembre']","[""'lAssemblée nationale'"", ""'Yalgado'"", ""'lEtat'"", ""'RU'""]","['maintenant', 'en septembre', 'en septembre']",2009-08-04,"['2009-08-04', '2009-08-04', '1500', '2009-08-04', '2009-09', '2008-09']",{},{},0.61821866,rationnement des denrées,rupture de stock alimentaire,agriculture,0
473,2,"étudiants est venue me voir et ont fait leurs doléances, compte tenu du fait que les cours reprennent en septembre, de leur permettre de rester en cité. Nous avons accepté de les laisser en cité mais seulement ceux qui seront à jour de leur loyer. Y a-t-il dautres problèmes que rencontre le CENOU ? Le principal problème est lincivisme de certains étudiants par rapport au gaspillage deau et délectricité, au pillage de la nourriture pour pouvoir manger gratuitement. Il y aura justement un atelier le 6 août sur les oeuvres sociales pour discuter avec les étudiants entre autres pour trouver des solutions définitives. Il faut quon évolue. Dailleurs, maintenant, il y a des universités privées. Donc si la formation ou les oeuvres sociales ici ne conviennent pas à quelquun, sil a les moyens, Il va ailleurs. Vous ne croyez pas justement que ce sont les moyens qui manquent le plus ? Il faut justement développer des initiatives pour quil y ait les moyens. Par exemple ? Nous sommes en train de voir sil y a des possibilités que les banques nous accompagnent avec des prêts. Comme cela, on donnera à chaque étudiant un compte bancaire qui lui permettra de subvenir à ses besoins. Car nous sommes gênés de voir les étudiants quitter les cours pour venir saligner au RU. Cette idée nest pas nouvelle, car cest ce qui est par exemple appliqué au Ghana. Mais quelle est la faisabilité au Burkina ? Il suffit de demander un prêt aux banques et lEtat donne un fonds de garantie. Moi je ne comprends pas les Africains ! You dont need to think. You need to know ! Cest un transfert de savoir ! Cest en tout cas une idée qui nous tient à coeur. Nous avons envoyé une mission au Ghana pour",2009,"[""'RU'"", ""'Ghana'"", ""'Burkina'"", ""'Ghana'""]","['septembre', '6 août']","[""'RU'"", ""'Ghana'"", ""'Burkina'"", ""'lEtat'"", ""'Africains'"", ""'Ghana'""]","['en septembre', 'le 6 août', 'maintenant']",2009-08-04,"['2008-09', '2009-08-06', '2009-08-04']","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}","{'Burkina Faso': {'type': 'country', 'lat': '12.0753083', 'lon': '-1.6880314', 'count': 1}}",0.5783241,privés de repas scolaires,action étatique insuffisante,sociopolitique,0
474,1,"autres, le bilan de la mise en œuvre des recommandations du premier CASEM de 2009 et des CASEM précédents, le bilan des sessions de financement des plans daction de 2010, la campagne de distribution des moustiquaires imprégnées à la population en 2010, le partenariat international pour la santé et lharmonisation de la santé en Afrique et létat davancement du processus de financement basé sur les résultats. En ce qui concerne les conséquences des inondations, le ministre Seydou Bouda a indiqué que le Premier ministre a instruit de réorganiser le système sanitaire urbain dans les villes de Ouagadougou et de Bobo-Dioulasso. Concrètement, il sagira de transformer le Centre médical avec antenne chirurgicale CMA du secteur n 30 en hôpital de district. Cela permettra, selon Seydou Bouda, de reconstruire Yalgado en fonction des normes internationales pour le rendre en un pôle public de référence. Boureima SANGA Sidwaya",2009,"[""'Ouagadougou'"", ""'Bobo-Dioulasso'"", ""'secteur n 30'"", ""'Yalgado'""]","['2009', '2010', '2010']","[""'Ouagadougou'"", ""'Bobo-Dioulasso'"", ""'Centre'"", ""'CMA'"", ""'Yalgado'""]","['2009', '2010,', 'en 2010,']",2009-12-29,"['2009', '2010', '2010']","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}, 'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}}","{'Ouagadougou': {'type': 'city', 'lat': '12.3681873', 'lon': '-1.5270944', 'count': 1}, 'Bobo-Dioulasso': {'type': 'city', 'lat': '11.1765796', 'lon': '-4.2961436', 'count': 1}, 'Centre': {'type': 'region', 'lat': '12.36732', 'lon': '-1.5430869129979032', 'count': 1}}",0.66139245,moyen de subsistance en danger,famine,alimentaire,0
475,0,"Kader Cissé aux orpailleurs du Sud-Ouest : Ne rentrez pas dans les trous, cultivez plutôt le maïs .jeudi 30 juillet 2009 à 03h04min.Les 27 et 28 juillet 2009, le ministre des Mines, des Carrières et de lEnergie, Kader Cissé, a entrepris une tournée dans la région du Sud-Ouest pour sensibiliser les orpailleurs au respect de la mesure portant suspension de lactivité minière artisanale pendant la saison pluvieuse. Rarement une année ne passe sans que des orpailleurs ne perdent la vie dans leur recherche effrénée de lor. Le summum de limprudence a été constaté le 9 août 2008, quand, dans une mine dor de Boussoukoula, dans la commune de Batié, des orpailleurs ont été surpris à des dizaines de mètres sous terre par un orage. Des torrents deau sy sont engouffrés et ces aventuriers ont péri noyés. Le bilan macabre était de trente-quatre orpailleurs. Pour éviter que pareil drame ne se répète, le ministre Kader Cissé a entrepris une tournée pour constater si cette décision qui ordonne de fermer les sites dorpaillage pendant lhivernage est effective. Ce communiqué conjoint a, en effet, été conçu par trois entités gouvernementales Sécurité, Administration territoriale, Mines et délimite le territoire national en deux zones. Une première zone, la plus pluvieuse, dont la fermeture des mines va du 30 juin au 31 octobre. Quant à la seconde zone, linterdiction de son exploitation sétend du 30 juin au 15 octobre. Le séjour dans le Sud-Ouest a permis à ce membre du gouvernement de justement visiter le site de Boussoukoula province du Noumbiel où a eu lieu le drame lannée dernière et les sites dénommés V3 et V4 à Dano province du Ioba. Constat de lhôte de marque à lissue de sa tournée : Pour la plupart des sites, la mesure est respectée. Il ny a que dans",2009,"[""'Sud-Ouest'"", ""'Boussoukoula'"", ""'Batié'"", ""'Boussoukoula'"", ""'Dano province du Ioba'""]",['9 août 2008'],"[""'Sud-Ouest'"", ""'région du Sud-Ouest'"", ""'Boussoukoula'"", ""'Batié'"", ""'Sud-Ouest'"", ""'Boussoukoula province du Noumbiel'"", ""'V3'"", ""'V4'"", ""'Dano province du Ioba'""]","['udi 30 juillet 2009 à 03h04min', '27 et 28 juillet 2009, le', 'une année', 'le 9 août 2008,', '30 juin', '31 octobre', '30 juin', '15 octobre', 'lannée dernière']",2009-07-30,"['2009-07-30', '2009-07-27', '2009-07-28', '2008-08-09', '2010-06-30', '2009-10-31', '2010-06-30', '2009-10-15']","{'Sud-Ouest': {'type': 'region', 'lat': '10.38692085', 'lon': '-3.283188627811005', 'count': 1}, 'Boussoukoula': {'type': 'department', 'lat': '9.8164993', 'lon': '-3.0058902832742627', 'count': 2}, 'Batié': {'type': 'department', 'lat': '9.9401553', 'lon': '-2.876993868400155', 'count': 1}}","{'Sud-Ouest': {'type': 'region', 'lat': '10.38692085', 'lon': '-3.283188627811005', 'count': 2}, 'Boussoukoula': {'type': 'department', 'lat': '9.8164993', 'lon': '-3.0058902832742627', 'count': 1}, 'Batié': {'type': 'department', 'lat': '9.9401553', 'lon': '-2.876993868400155', 'count': 1}}",0.6566328,saisie de terres,dégradation environnementale,environment,0
475,1,"à Dano province du Ioba. Constat de lhôte de marque à lissue de sa tournée : Pour la plupart des sites, la mesure est respectée. Il ny a que dans quelques endroits où elle nest pas respectée et pour lesquels nous allons prendre des dispositions plus énergiques afin dobliger les orpailleurs qui sy trouvent à respecter le mot dordre . Toujours est-il que, durant tout le périple, les autorités administratives qui ont pris la parole navaient quun seul leitmotiv : il faut arrêter coûte que coûte lactivité dorpaillage pendant la saison pluvieuse, une période qui se trouve être la plus dangereuse. Ne rentrez plus dans les trous. Sortez et cultivez le maïs , ont, tour à tour, conseillé le ministre Kader Cissé et le gouverneur de la région du Sud-Ouest, le colonel Komyaba Sawadogo, tout au long de la tournée. Mieux vaut être pauvre et rester en vie que... Loccasion était aussi belle pour la mission de faire de la sensibilisation sur dautres thèmes se rapportant à lorpaillage, notamment le contenu du nouveau code minier qui verra bientôt le jour. Foi du chef de la délégation, Kader Cissé, lancien code qui date de 2003 mérite dêtre révisé. En effet, il a été élaboré dans un contexte où il nexistait pratiquement aucune mine dans notre pays. Aujourdhui, il y en a 270. La première préoccupation, légitime, de ceux qui lont conçu était dattirer les promoteurs dans le domaine. La nécessité de la mise en place dune nouvelle loi trouve sa justification dans la volonté dintégrer la communalisation intégrale du pays. A écouter le ministre Kader Cissé, lun des principaux mérites du nouveau texte est quil tiendra désormais compte des communes qui doivent recevoir des subsides de lexploitation de lor plutôt que de compter exclusivement sur le budget de lEtat. Pendant sa",2009,"[""'Dano province du Ioba'""]",['2003'],"[""'Dano'"", ""'Ioba'"", ""'région du Sud-Ouest'"", ""'lEtat'""]","['2003', 'Aujourdhui']",2009-07-30,"['FUTURE_REF', '2009-07-30']",{},"{'Dano': {'type': 'town', 'lat': '11.1435597', 'lon': '-3.0637939', 'count': 1}, 'Ioba': {'type': 'province', 'lat': '11.0343187', 'lon': '-2.9627761001630786', 'count': 1}}",0.6333891,moyen de subsistance en danger,famine,alimentaire,0
