text,label,text_length
Touka-Foulbe,village,12
Touka-Diomga,village,12
Sigriyaoguin,village,12
Ourfou-Belel,village,12
Longuitiguel,village,12
Lere-M'bardi,village,12
Dabossomnore,village,12
Touka-Wendou,village,12
Sorgho-Yargo,village,12
Falangountou,village,12
Saint Michel,village,12
Seno-Tepadje,village,12
Koubel-Alpha,village,12
Thiou-Sambin,village,12
Tankoulounga,village,12
Kougrisseogo,village,12
Syn-Dombokuy,village,12
Tankiedougou,village,12
Ouro-Hoyende,village,12
Ouro-Tiaguel,village,12
Tinkiro-Lobi,village,12
Tialol-Tiope,village,12
Tiguibamloye,village,12
Rollo-Foulbe,village,12
Boule-Dabore,village,12
Zimoulekpoul,village,12
Kounkoubguin,village,12
Mebar-Dagara,village,12
Siembadougou,village,12
Tonkarlamine,village,12
Barantiangou,village,12
Tarbonnessin,village,12
Tantiabongou,village,12
Tobo-Tankori,village,12
Konkin-Mogha,village,12
Rouko-Foulbe,village,12
Tountre-Poli,village,12
Wedogo-Petit,village,12
Kaokana-Peul,village,12
Ouezindougou,village,12
Niongretenga,village,12
Tilga-Bangre,village,12
Danko-Tanzou,village,12
Manga-Est V1,village,12
Zigla-Polace,village,12
Neblaboumbou,village,12
Koglobaraogo,village,12
Saint-Martin,village,12
Dossa-Badala,village,12
Nommo-Foulbe,village,12
Gambo-Foulbe,village,12
Rambo-Foulbe,village,12
Nakomestinga,village,12
Koumna-Yargo,village,12
Manga-Est V2,village,12
Namissiguima,village,12
Niebscebanco,village,12
Dembrediesse,village,12
Rakaye-Yarce,village,12
Rakaye-Mossi,village,12
Nabinkiensma,village,12
Zinguedeghin,village,12
Diarkadougou,village,12
Nango-Foulce,village,12
Piga-Songdin,village,12
Loanga-Peulh,village,12
Guinda-Yarce,village,12
Silom-Bagone,village,12
Guere-Goghin,village,12
Samkoudougou,village,12
Diendienteon,village,12
Nagbingou Ii,village,12
Zinzour-Polo,village,12
Solle-Foulbe,village,12
Loukou-Peulh,village,12
Napamboumbou,village,12
Kwaretocksel,village,12
Kwaremenguel,village,12
Voube-Tanzou,village,12
Boundoukamba,village,12
Manga-Est V3,village,12
Voube-Gompar,village,12
Outoum-Mossi,village,12
Tougue-Mossi,village,12
Tougue-Peulh,village,12
Tougue-Yarce,village,12
Noungou-De-K,village,12
Kampoa-Yargo,village,12
Ouonko-Mossi,village,12
Koutoumtenga,village,12
Manga-Est V4,village,12
Vire-Songdin,village,12
Guidgretinga,village,12
Yelhourodouo,village,12
Kaibo-Sud V1,village,12
Tiguimkoamba,village,12
Mankarga V11,village,12
Kaibo-Sud V4,village,12
Meno-Diantio,village,12
Kaibo-Sud V3,village,12
Kodjo-Tioblo,village,12
Kaibo-Sud V2,village,12
Delgin-Yarce,village,12
Nabasnonghin,village,12
Sergoussouma,village,12
Kohogo-Peulh,village,12
Opor-Badouor,village,12
Yinsinbingba,village,12
Kiendbiengre,village,12
Kaibo-CENTRE,village,12
Luili-Nobere,village,12
Nedogo-Peulh,village,12
Bougoumbarga,village,12
Tanya-Zousso,village,12
Mankarga V10,village,12
Malba-CENTRE,village,12
Nonguestenga,village,12
Varkourkoula,village,12
Biliga-Fulbe,village,12
Kaibo-Sud V7,village,12
Mal-Sourgoin,village,12
Opor-Tankoli,village,12
Boudry-Peulh,village,12
Banamba-Toma,village,12
Kaibo-Sud V6,village,12
Malguessomde,village,12
Kombinatenga,village,12
Banamba-Izir,village,12
Opor-Seguere,village,12
N'gassa-Loni,village,12
Faso-Benkadi,village,12
Tansablougou,village,12
Kaibo-Sud V5,village,12
Piega-Peulh,village,11
Yerba-Peulh,village,11
Kompienbiga,village,11
Nyoundougou,village,11
Nabase-Yiri,village,11
Bandikidini,village,11
Koulponsgho,village,11
Siguivousse,village,11
Gouni-Peulh,village,11
Hantoukoura,village,11
Sinsinguene,village,11
Vato-Foulbe,village,11
Samprabissa,village,11
Kaboanga Ii,village,11
Tengressene,village,11
Nematoulaye,village,11
Konlastenga,village,11
Kalwartenga,village,11
Bangmiougou,village,11
Nong-Warbin,village,11
Nongo-Mossi,village,11
Pendifaogou,village,11
Silmidougou,village,11
Korko-Peulh,village,11
Benda-Toega,village,11
Boulmoangou,village,11
Koadjidjoal,village,11
Konianwende,village,11
Koyelembere,village,11
Bombonyenga,village,11
Bouamitandi,village,11
Nabi-Sanrgo,village,11
Tilfabideni,village,11
Kankambaogo,village,11
Kamse-Mossi,village,11
Fouakiangou,village,11
Guindeguema,village,11
Galwistenga,village,11
Halkoussiri,village,11
Tambifoagou,village,11
Kamse-Peulh,village,11
Kankantiaga,village,11
Koumiyiarin,village,11
Kankantiana,village,11
Boula-Yargo,village,11
Souli-Peulh,village,11
Zarin-Mossi,village,11
Mantchangou,village,11
Nabig-Tenga,village,11
Namouboanga,village,11
Nab-Sougdin,village,11
Yorko-Peulh,village,11
Nakortougou,village,11
Pimpebougou,village,11
Zarin-Peulh,village,11
Rassamtanga,village,11
Talle-Mossi,village,11
Tambibongou,village,11
Wendboulgou,village,11
Boulsbaongo,village,11
Toukoudouga,village,11
Terin-Peulh,village,11
Terin-Mossi,village,11
Talle-Peulh,village,11
Taram-Noaga,village,11
Korko-Mossi,village,11
Konlobwande,village,11
Dassambimba,village,11
Guelwongo I,village,11
Kinessoumdi,village,11
Damkarko Ii,village,11
Mantiongogo,village,11
Barga-Peulh,village,11
Barga-Mossi,village,11
Bounoumtore,village,11
Binsboumbou,village,11
Mette-Mette,village,11
Bougagnonon,village,11
Balgo-Zaoce,village,11
Namaneguema,village,11
Tansobtinga,village,11
Bougla-Kino,village,11
Ramonkodogo,village,11
Kangretenga,village,11
Yonde-Peulh,village,11
Tamissougou,village,11
Kiegtougdou,village,11
Tougmetenga,village,11
Lezogotenga,village,11
Mossi-Balgo,village,11
Villy-Bongo,village,11
Tita-Napone,village,11
Pissi-Zaoce,village,11
Mougounissi,village,11
Danfi-Nouni,village,11
Wedgo-Bokin,village,11
Mokin-Yarce,village,11
Lo-Moulinia,village,11
Kaya-Kaforo,village,11
Bassindingo,village,11
Zourma-Kita,village,11
Tandagtenga,village,11
Pissi-Sobgo,village,11
Balbo-Peulh,village,11
Souriboulsi,village,11
Comin-Yanga,village,11
Banghingogo,village,11
Passintinga,village,11
Passebtinga,village,11
Louda-Peulh,village,11
Timanemboin,village,11
Babougounia,village,11
Nakourtenga,village,11
Natiedougou,village,11
Tinguemnore,village,11
Kaya-Fabolo,village,11
Kieka-Fulbe,village,11
Bloc-Avv-V1,village,11
Nessemtenga,village,11
Bloc-Avv-V2,village,11
Bloc-Avv-V3,village,11
Bloc-Avv-V4,village,11
Zaptinga Ii,village,11
Idenia-Kora,village,11
Basse-Fulbe,village,11
Loaba-Peulh,village,11
Dassamkande,village,11
Yougritenga,village,11
Kassongobie,village,11
Bartiboagou,village,11
Beka-Zourma,village,11
Gouroumbila,village,11
Nabitenga 1,village,11
Boudierghin,village,11
Boulgatenga,village,11
Singa-Mossi,village,11
Rakoegtanga,village,11
Nakindougou,village,11
Nabisrabogo,village,11
Tang-Loongo,village,11
Tiabtamasgo,village,11
Fouamboanli,village,11
Sig-Nonghin,village,11
Sanba-Peulh,village,11
Tontolbouli,village,11
Nabitenga 2,village,11
Kouankin Ii,village,11
Sambraoghin,village,11
Senopoguian,village,11
Tensobtenga,village,11
Senorsingue,village,11
Kolog-Naaba,village,11
Sanba-Mossi,village,11
Kiendpalogo,village,11
Tchiomboado,village,11
Gbedissaaga,village,11
Kpenchangou,village,11
Bogodogo Ii,village,11
Pentouangou,village,11
Nongo-Peulh,village,11
Zeguedeguin,village,11
Bampouringa,village,11
Bambrigoani,village,11
Tantiabouli,village,11
Kinkirsgogo,village,11
Bougretenga,village,11
Nagarpoulou,village,11
Benya-Peulh,village,11
Boumdoudoum,village,11
Oumpougdeni,village,11
Gnissonguin,village,11
Pantanloana,village,11
Kombestenga,village,11
Pognankanre,village,11
Koabgatenga,village,11
Thiamborgou,village,11
Villy-Godin,village,11
Doure-Yarce,village,11
Tobou-Peulh,village,11
Yassoumbaga,village,11
Tiogo-Mossi,village,11
Kologr-Gogo,village,11
Zoromdougou,village,11
Koulnatenga,village,11
Mao-Nassira,village,11
Sanayou-Poe,village,11
Bro-Silapoa,village,11
Nessaguerou,village,11
Kora-Foulbe,village,11
Dimpaltenga,village,11
Songretenga,village,11
Zekemzougou,village,11
Samou-Folga,village,11
Komanpergou,village,11
Zoaga-Yarce,village,11
Rambi-Mossi,village,11
Dabori-Pari,village,11
Keleguenaba,village,11
Bouga-Yarce,village,11
Bouga-Mossi,village,11
Kolondjoura,village,11
Zanna-Peulh,village,11
Zanna-Mossi,village,11
Sounkouissi,village,11
Rambi-Peulh,village,11
Sangboulona,village,11
Zouma-Mossi,village,11
Laoua-Peulh,village,11
Laoua-Mossi,village,11
Kourbo-Mogo,village,11
Bagnontenga,village,11
Sonon-Tabeo,village,11
Bassaouassa,village,11
Nepelimpira,village,11
Ninguiwinde,village,11
Konkuy-Boho,village,11
Roffo-Mossi,village,11
Zouma-Peulh,village,11
Mankarga V4,village,11
Koaltanghin,village,11
Mankarga V1,village,11
Nayampousgo,village,11
Pougoumbiel,village,11
Tegou-Mango,village,11
Nango-Yarce,village,11
Bouleguegue,village,11
Petit-Samba,village,11
Moara-Petit,village,11
Moara-Grand,village,11
Bangassomba,village,11
Beguentigue,village,11
Bissanderou,village,11
Tougribouli,village,11
Nerekorosso,village,11
Ramanepanga,village,11
Risci-Peulh,village,11
Intiedougou,village,11
Nabou-Peulh,village,11
Keleguerima,village,11
Nabou-Nouni,village,11
Konkuy-Koro,village,11
Bouna-Peulh,village,11
Tessiougane,village,11
Logogniegue,village,11
Sologomnore,village,11
Kanda-Kanda,village,11
Tinkoguelga,village,11
Banakelesso,village,11
Diaradougou,village,11
Kouradateon,village,11
Ouadaradouo,village,11
Farakorosso,village,11
Siguideguin,village,11
Tiogbalandi,village,11
Bondaotenga,village,11
Tourou-Koro,village,11
Tomikorosso,village,11
Torandougou,village,11
Kanbeledaga,village,11
Koubi-Thiou,village,11
Karaborosso,village,11
Segue-Mossi,village,11
Bagniridouo,village,11
Lossa-Mossi,village,11
Zindiguesse,village,11
Barma-Mossi,village,11
Barma-Yarce,village,11
Sidoumoukar,village,11
Seno-Todiam,village,11
Nabonswende,village,11
Bodadiougou,village,11
Diarabakoko,village,11
Gongomboulo,village,11
Touka-Bayel,village,11
Toumousseni,village,11
Tapre-Mossi,village,11
Bonko-Perou,village,11
Sacre-Yarce,village,11
Sacre-Mossi,village,11
Ayoubakolon,village,11
Boukeo-Lobi,village,11
Rima-Gouria,village,11
Pouto-Yarce,village,11
Danhal-Pera,village,11
Ouembatenga,village,11
Hello-Bondo,village,11
Sadignakono,village,11
Mankarga V3,village,11
Mankarga V5,village,11
Koma-Lembre,village,11
Gomde-Mossi,village,11
Goseye-Site,village,11
Tombodougou,village,11
Kelfourwane,village,11
Bouloumbale,village,11
Gassel-Bola,village,11
Palal-Sambo,village,11
Noralkingal,village,11
Oualdeguede,village,11
Gomde-Fulbe,village,11
Arba-Debere,village,11
Fourkoussou,village,11
Soum-Bellah,village,11
Koygouroual,village,11
Ouro-Djiama,village,11
Penkatougou,village,11
Tuire-Peulh,village,11
Kologuessom,village,11
Daguintoega,village,11
Pendomtenga,village,11
Ichagarnine,village,11
Winde-Gnebe,village,11
Djeguerinto,village,11
Mankarga V6,village,11
Kamadjangou,village,11
Thioumbonga,village,11
Ouro-Torobe,village,11
Touka-Welde,village,11
Goulgountou,village,11
Beguentigui,village,11
Zargaloutan,village,11
Peteltioude,village,11
Oulfou-Alfa,village,11
Kole-Dioude,village,11
Pelem-Pelem,village,11
Gassediouga,village,11
Kalfadougou,village,11
Belem-Balou,village,11
Kalmamasine,village,11
Bellagaoudi,village,11
Kankantiari,village,11
Debere-Ling,village,11
Ouindoupoli,village,11
Saint-Louis,village,11
Hocoulourou,village,11
Oubriyaogin,village,11
Kel-Tafades,village,11
Pompoi-Gare,village,11
Gongorgouol,village,11
Namantougou,village,11
Tandialouol,village,11
Wantarangou,village,11
Ouro-Ahidjo,village,11
Kougdoughin,village,11
Seno-Tiondi,village,11
Kogho-Peulh,village,11
Diori-Yagha,village,11
Cisse-Yargo,village,11
Zoangpighin,village,11
Mouhoun Iii,village,11
Intaylalene,village,11
Ouaongtenga,village,11
Moussakongo,village,11
Nadioutenga,village,11
Nabmalguema,village,11
Nabinkinsma,village,11
Mankarga V9,village,11
Mankarga V8,village,11
Mankarga V7,village,11
Kankanfogou,village,11
Pobe-Mengao,village,11
Rapadama V1,village,11
Rapadama V2,village,11
Koulgandogo,village,11
Koada-Yarce,village,11
Barkuitenga,village,11
Tollel-Kaya,village,11
Nangbangdre,village,11
Sourgoubila,village,11
Bangaonadji,village,11
Tiguimtenga,village,11
Petelgaoudi,village,11
Somdamessom,village,11
Zeguedeghin,village,11
Sandogtenga,village,11
Malgretenga,village,11
Rapadama V9,village,11
Rapadama V8,village,11
Rapadama V7,village,11
Rapadama V5,village,11
Rapadama V4,village,11
Rapadama V3,village,11
Bassoungoro,village,11
Nouvielgane,village,11
Samatoukoro,village,11
Syn-Dounkuy,village,11
Sinaperdouo,village,11
Koutenadouo,village,11
Banakorosso,village,11
Kagnabougou,village,11
Teniankoura,village,11
Mossibougou,village,11
Gorongorona,village,11
Piersielela,village,11
Komki-Ipala,departement,11
Ouagadougou,departement,11
Comin-Yanga,departement,11
Zéguédéguin,departement,11
Niamadougou,village,11
Boussanra I,village,11
Santidougou,village,11
Natindougou,village,11
Diebroudouo,village,11
Batiébougou,departement,11
Gouin-Gouin,village,11
Zinka-Kpoko,village,11
Sirakorosso,village,11
Kouekouesso,village,11
Lokosso-Gan,village,11
Bodialedaga,village,11
Degue-Degue,village,11
Biron-Marka,village,11
Deregoue Ii,village,11
Kamalangora,village,11
Siguinoghin,village,11
Kodjo-Gboro,village,11
Zorom-Tenga,village,11
Bouloumpera,village,11
Gouandougou,village,11
Bounoumbara,village,11
Doufiguisso,village,11
Bokuy-Ouest,village,11
Temetemesso,village,11
Bandaokanre,village,11
Kieryaoghin,village,11
Kogononghin,village,11
Lansonguina,village,11
Folbombouga,village,11
Ponsomtenga,village,11
Namboantidi,village,11
Kpenkouandi,village,11
Momba-Peulh,village,11
Kpadanfoani,village,11
Zinguedesse,village,11
Gnouambouli,village,11
Tougoudadou,village,11
Tiongo-Pori,village,11
Tiongo-Pani,village,11
Kalemboagou,village,11
Nayeltougou,village,11
Haute-Volta,country,11
Samoghohiri,departement,11
Haute Volta,country,11
Boho-Bereba,village,11
Samorogouan,departement,11
Sourgoubila,departement,11
Komki-Peulh,village,11
Onadjagouni,village,11
Gorom-Gorom,departement,11
Kondridoaga,village,11
Gorom Gorom,departement,11
Falagountou,departement,11
Pobé-Mengao,departement,11
Wobzougou I,village,11
Gandemtenga,village,11
Dassamlagfo,village,11
Centre-Nord,region,11
Dawanegomde,village,11
N'gorguerla,village,11
Touka-Korno,village,11
Seguedougou,village,11
Fadio-Mepen,village,11
Nokindjoura,village,11
Nionboulola,village,11
Oueouereoue,village,11
Tamesbaongo,village,11
Kampti-Lobi,village,11
Nadjengoala,village,11
Tagouassoni,village,11
Mongnoupele,village,11
N'golofesso,village,11
Boulmonteon,village,11
Takpouloula,village,11
Naboundjira,village,11
Yorokofesso,village,11
Kiendembaye,village,11
Zegnedougou,village,11
Marabagasso,village,11
Zoaga-Peulh,village,11
Bassantinga,village,11
Dingasso Ii,village,11
Kongolikoro,village,11
Ramatoulaye,village,11
Boudoumouma,village,11
Bani-Foulbe,village,11
Sarkandiala,village,11
Sountourkou,village,11
Samorogouan,village,11
Konkaoguin,village,10
Ouakourera,village,10
Dakiskiema,village,10
Doumoukera,village,10
Dounkomina,village,10
Gongombiro,village,10
Tin-Agadel,village,10
Kombissiri,departement,10
Goribirera,village,10
Gondekoube,village,10
Tandiollel,village,10
Tokabangou,village,10
N'dangbara,village,10
Sorboulgou,village,10
Tioumbanga,village,10
Aligaga Ii,village,10
Nassoumbou,departement,10
Pontitiaga,village,10
Ouahigouya,departement,10
Pilimpikou,departement,10
Yagabtenga,village,10
Koundougou,departement,10
Mamassirou,village,10
Gargaboule,village,10
Samogohiri,departement,10
Tin-Hatane,village,10
Damanadiao,village,10
Talweoghin,village,10
Soukoundou,village,10
Koeguemsin,village,10
Zong-Yibgo,village,10
Gonadaouri,village,10
Dialafanka,village,10
Dolonyoura,village,10
Tongomayel,departement,10
Noufoundou,village,10
Youlabakou,village,10
Tibi-Yarce,village,10
Matiacoali,departement,10
Tiou-Poece,village,10
Yerouporou,village,10
Nassoumbou,village,10
Wiliwissin,village,10
Navielgane,village,10
Noh Foulbe,village,10
Ponalateon,village,10
Komondjari,province,10
Ganzourgou,province,10
Saramboura,village,10
Barsalogho,village,10
Kenedougou,province,10
Nare-Yarce,village,10
Dambouguel,village,10
Ouatinapam,village,10
Sinamanana,village,10
Badinogo 2,village,10
Belel-Seno,village,10
Badinogo 1,village,10
Koulpelogo,province,10
Gourgoudou,village,10
Tiekaledji,village,10
Peteguerse,village,10
Yryastenga,village,10
Kouritenga,province,10
Danwassara,village,10
Namentenga,province,10
Oubritenga,province,10
Korguereya,village,10
Fetobarabe,village,10
Gnekouneta,village,10
Sanmatenga,province,10
Daribiti 1,village,10
Daribiti 2,village,10
Gnelintara,village,10
Guiendbila,village,10
Nioronioro,departement,10
Ouro-Balla,village,10
Botontonga,village,10
Bandihossi,village,10
Centre-Est,region,10
Kalambaogo,village,10
Pali-Pagua,village,10
Narobagane,village,10
Tanga-Pela,village,10
Centre-Sud,region,10
Arra-Fulbe,village,10
Gomgombiro,village,10
Hebrimpono,village,10
Kilingbara,village,10
Tiofolboye,village,10
Petabarabe,village,10
Ouro-Hesso,village,10
Ritimyinga,village,10
Keltahount,village,10
Vato-Mossi,village,10
Kel-Eguief,village,10
Bougouriba,province,10
Kalitaguin,village,10
Bandiedaga,village,10
Tienkouera,village,10
Guissangou,village,10
Bourio-Gan,village,10
Koukouteon,village,10
Sonronkina,village,10
Takoyoyora,village,10
Pokamboulo,village,10
Kanretenga,village,10
Baranguira,village,10
Goumpologo,village,10
Medicateon,village,10
Kankanible,village,10
Dogberpari,village,10
Dalangbara,village,10
Kouldadouo,village,10
Olbontoune,village,10
Bonkossera,village,10
Kotoulgoum,village,10
Boulignora,village,10
Soussoubro,village,10
Tikitionao,village,10
Sorindigui,village,10
Nahirindon,village,10
Barkperena,village,10
Kondibokin,village,10
Dimenemina,village,10
Nawoubkiba,village,10
Kankoumana,village,10
Mane-Peulh,village,10
Mane-Mossi,village,10
Bougnounou,departement,10
Silapenera,village,10
Zouziegane,village,10
Tiapreteon,village,10
Tambikpere,village,10
Ouga-Yarce,village,10
Titinateon,village,10
Bognanteon,village,10
Raguitenga,village,10
Seouregane,village,10
Kankampele,village,10
Lankardouo,village,10
Kosso-Tier,village,10
Kalamkporo,village,10
Tonkpourou,village,10
Silemtenga,village,10
Tanmiougou,village,10
Tanya-Pari,village,10
Soukouteon,village,10
Tensobdogo,village,10
Banguessom,village,10
Teheni-Sud,village,10
Sonon-Pari,village,10
Komestenga,village,10
Lessitenga,village,10
Nakanhoura,village,10
Korgnegane,village,10
Dissieteon,village,10
Tongomayel,village,10
Beguemdere,village,10
Farakouora,village,10
Kourguenou,village,10
Lobignonao,village,10
Bobra-Gogo,village,10
Nahi-Mossi,village,10
Nahi-Peulh,village,10
Nambleteon,village,10
Poli-Peulh,village,10
Lado-Peulh,village,10
Bomborokuy,departement,10
Balgabouga,village,10
Poli Mossi,village,10
Nabaningou,village,10
Niangoloko,departement,10
Kpantionao,village,10
Paraouigue,village,10
Petel-Habe,village,10
Yarlaossin,village,10
Banguissom,village,10
Yargatenga,departement,10
Doundougou,village,10
Andemtenga,departement,10
Badourlebe,village,10
Soma-Peulh,village,10
Lamdoguian,village,10
Barsalogho,departement,10
Polkparara,village,10
Sangbatara,village,10
Yougounini,village,10
Doumassere,village,10
Gasselpate,village,10
Gasselkoli,village,10
Guilegnora,village,10
Kalambouro,village,10
Bouleyanke,village,10
Kpantianao,village,10
Yelembidou,village,10
Bilkaradie,village,10
Tiafandouo,village,10
Tibieldouo,village,10
Djotoulela,village,10
Karentenga,village,10
Tounagnera,village,10
Tiekagnibi,village,10
Alga-Fulbe,village,10
Gbelfelela,village,10
Ouro-Sabou,village,10
Marinkouba,village,10
Dioungodio,village,10
Massifigui,village,10
Kacham-Est,village,10
Soromboura,village,10
Niangouela,village,10
Setoundouo,village,10
Dininemina,village,10
Nadiabonli,village,10
Tohounguel,village,10
Djindjerma,village,10
Kourioguin,village,10
Tiangouera,village,10
Koledougou,village,10
Dogossesso,village,10
Combembogo,village,10
Boulyoguin,village,10
Koumandara,village,10
Noumoudara,village,10
Tiemeredji,village,10
Diankongou,village,10
Tiongouana,village,10
Banidjoari,village,10
Samogohiri,village,10
Teledougou,village,10
Molokadoum,village,10
Doh-Diassa,village,10
Bossoangri,village,10
Dingasso I,village,10
Pissalbore,village,10
Pohemtenga,village,10
Bardiadeni,village,10
Sebedougou,village,10
Nahambouga,village,10
Litiayenli,village,10
Kouloungou,village,10
Kolonkogou,village,10
Bassabliga,village,10
Koundougou,village,10
Bandiabgou,village,10
Siguinasso,village,10
Mangorotou,village,10
Zamakologo,village,10
Konkourona,village,10
Koutchagou,village,10
Yarcetenga,village,10
Toungouana,village,10
Silmitenga,village,10
Samou-Mama,village,10
Badougouya,village,10
Nionniongo,village,10
Zougoungou,village,10
Kienkienga,village,10
Kirikodogo,village,10
Kiripalogo,village,10
Tamsabliga,village,10
Ouembahiri,village,10
Tamounouma,village,10
Niongnongo,village,10
Beuguemdre,village,10
Koom-Tenga,village,10
Boromtinga,village,10
Zeguessiga,village,10
Bema-Mossi,village,10
Iria-Mossi,village,10
Iria-Yarce,village,10
Namaguinia,village,10
Ouembazaka,village,10
Teguemboye,village,10
Gangandogo,village,10
Gnimpiendi,village,10
Gomponsgou,village,10
Yougpangou,village,10
Wiougtinga,village,10
Sekouantou,village,10
Dake-Woule,village,10
Nangiangou,village,10
Kiryomdeni,village,10
Harboungou,village,10
Monde-Bani,village,10
Benhourgou,village,10
Petalnelbe,village,10
Diandouari,village,10
Boutouanou,village,10
Bourpangou,village,10
Tingsobare,village,10
Bilamperga,village,10
Kera-Doure,village,10
Kongolekan,village,10
Ountandeni,village,10
Rongobanko,village,10
Yensemdeni,village,10
Youmlingin,village,10
Kondouagou,village,10
Folguideni,village,10
Boyedideni,village,10
Oboungouni,village,10
Sambialgou,village,10
Tamboangou,village,10
Sandimisso,village,10
Namouyouri,village,10
Sangoulema,village,10
Namponsiga,village,10
Namponkore,village,10
Nadjeringa,village,10
Touloungou,village,10
Souloungou,village,10
Nassourgou,village,10
Lontakoani,village,10
Mossitenga,village,10
Kaldiouani,village,10
Manimbouga,village,10
Diandiandi,village,10
Doubtchari,village,10
Korindiaka,village,10
Niorgou Ii,village,10
Langnoassi,village,10
Souroungou,village,10
Kaboanga I,village,10
Tantankile,village,10
Ourkouagou,village,10
Obdakianga,village,10
Diafouanou,village,10
Matiacoali,village,10
Gninfoagma,village,10
Doufouanou,village,10
Banliboara,village,10
Bassambily,village,10
Bondioguin,village,10
Lofikahoun,village,10
Bantienima,village,10
Toutourgou,village,10
N'gorolani,village,10
Yelintouta,village,10
Tankoualou,village,10
Konkolikan,village,10
Poya-Obaga,village,10
Somanguina,village,10
Massassoni,village,10
Potiamanga,village,10
Zangassoni,village,10
Gamboudeni,village,10
Pandrideni,village,10
Nouarangou,village,10
Natiaboani,village,10
Mangoudeni,village,10
Komadougou,village,10
Kantambari,village,10
Zanibougou,village,10
Dangounani,village,10
Koakourima,village,10
Kimidougou,village,10
Kouakouale,village,10
Borodougou,village,10
Kotedougou,village,10
Nakintenga,village,10
Nabamboula,village,10
Tondogosso,village,10
Yegueresso,village,10
Dogotelama,village,10
Kambardeni,village,10
Komompouma,village,10
Garbouogou,village,10
Boupiengou,village,10
Logofourso,village,10
Ouolonkoto,village,10
Moukounien,village,10
Malidougou,village,10
Maldiabari,village,10
Rima-Mossi,village,10
Kaya-Navio,village,10
Niongtenga,village,10
Tangzougou,village,10
Baganapoun,village,10
Yamegtenga,village,10
Nakamtinga,village,10
Nabzinigma,village,10
Damigoghin,village,10
Kroumweogo,village,10
Nahoutinga,village,10
Rapadama T,village,10
Song-Naaba,village,10
Kayero-Tio,village,10
Boutiourou,village,10
Nab-Bingma,village,10
Ouagatenga,village,10
Kolgdiesse,village,10
Villy-Rama,village,10
Rajoutenga,village,10
Zempassogo,village,10
Gangalinti,village,10
Nounkodogo,village,10
Guemsaongo,village,10
Mogtedo V1,village,10
Bombore V1,village,10
Bombore V2,village,10
Bombore V3,village,10
Bombore V4,village,10
Bombore V5,village,10
Bombore V6,village,10
Bombore V7,village,10
Mogtedo V2,village,10
Tangseghin,village,10
Mogtedo V3,village,10
Mogtedo V4,village,10
Ekoulkoala,village,10
Mogtedo V5,village,10
Kolonkande,village,10
Pengdwende,village,10
Niou-Yarce,village,10
Zinguedega,village,10
Oualguirga,village,10
Ouavoussee,village,10
Gountawola,village,10
Winde-Dake,village,10
Yalgatenga,village,10
Dambougare,village,10
Romtanguin,village,10
Ouro-Diako,village,10
Soulountou,village,10
Tangangari,village,10
Windewolde,village,10
Senosofare,village,10
Pete-Hadje,village,10
Kiendyende,village,10
Koumbataka,village,10
Balandagou,village,10
Boudouguel,village,10
Lere-Ibaye,village,10
Ouro-Longa,village,10
Boule-Gala,village,10
Koumbogoro,village,10
Wemyaoghin,village,10
Kouilpagre,village,10
Kologweogo,village,10
Yamganghin,village,10
Kandarzana,village,10
Pouni-NORD,village,10
Boulikessi,village,10
Gaik-Goata,village,10
Gasselnaye,village,10
Oulf-Alpha,village,10
Bablanayou,village,10
Petelkotia,village,10
Ginsenayou,village,10
Bayeldiaga,village,10
Karegoussi,village,10
Ouro-Belco,village,10
Ouro-Sambo,village,10
Bougnounou,village,10
Bassawarga,village,10
Laye-Yarce,village,10
Kaya-Korso,village,10
Tangandogo,village,10
Pounkouyan,village,10
Langouerou,village,10
Lilligomde,village,10
Mopeleguin,village,10
Ouattinoma,village,10
Bisboumbou,village,10
Zingdeghin,village,10
Ouedrancin,village,10
Senouboula,village,10
Monomtinga,village,10
Kibtengaye,village,10
Koudiougou,village,10
Nongofaire,village,10
Ouro-Mossi,village,10
Ouro-Yarce,village,10
Boussougou,village,10
Pilimpikou,village,10
Baguemnini,village,10
Banembanto,village,10
Rapougouma,village,10
Dandambara,village,10
Soudinghin,village,10
Magarougou,village,10
Selmiougou,village,10
Amne-Mossi,village,10
Amne-Saaba,village,10
Idenia-Moa,village,10
Bidi-Mossi,village,10
Keke-Mossi,village,10
Mogombouli,village,10
Keke-Peulh,village,10
Saya-Mossi,village,10
Saya-Peulh,village,10
Marmissiga,village,10
Ragueguema,village,10
Birdininga,village,10
Kongninkin,village,10
Somyalguem,village,10
Jougalhiri,village,10
Narogtinga,village,10
Dayasmnore,village,10
Bilogtenga,village,10
Dabogtinga,village,10
Bangleongo,village,10
Sondre-Est,village,10
Konnekongo,village,10
Tambizinse,village,10
Dikomtenga,village,10
Signonghin,village,10
Pelegtanga,village,10
Payamtenga,village,10
Tenkotenga,village,10
Tiessourou,village,10
Kiedpalogo,village,10
Likinkelse,village,10
Gademtenga,village,10
Ouayalguin,village,10
Kagamzince,village,10
Ouedkiongo,village,10
Koumbranga,village,10
Rassandogo,village,10
Somnayalka,village,10
Sare-Peulh,village,10
Mounibaogo,village,10
Petanangue,village,10
Bonsomnore,village,10
Ouoh-Kinga,village,10
Gnimitenga,village,10
Pagomtoece,village,10
Nambeguian,village,10
Birgondogo,village,10
Goussirdou,village,10
Kessombode,village,10
